Model,NDCG@20_Val,Precision@20_Val,Recall@20_Val,Hit_Rate@20_Val,NDCG@20_Test,Precision@20_Test,Recall@20_Test,Hit_Rate@20_Test,Eval_Time
Popularity Baseline,0.0031098607864888782,0.00039772064257652954,0.007954412851530592,0.007954412851530592,0.003592735284492818,0.00045904572951313924,0.009180914590262785,0.009180914590262785,0.8179075717926025
